_c0,id,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,order_purchase_timestamp,order_aproved_at,order_estimated_delivery_date,order_delivered_customer_date,customer_city,customer_state,customer_zip_code_prefix,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,votes_before_estimate,votes_delayed,votes_low_quality,votes_return,votes_not_as_anounced,votes_partial_delivery,votes_other_delivery,votes_other_order,votes_satisfied,most_voted_subclass,most_voted_class,ts,datetype,week_of_month,day_of_week,order_deliver_timestamp,order_purchase_timestamp_conv,deliver_time
46,47,delivered,19.9,12.48,1,1,2018-02-17T21:47:15.000Z,2018-02-17T22:06:51.114Z,2018-03-15T00:00:00.000Z,2018-02-28T18:43:13.468Z,Mogi-Guacu,SP,138,eletronicos,46,331,1,5,"",sim o produto foi entregue no prazo mais na compra eu selecionei o produto errado e gostaria de trocá lo pois não funcionou no meu aparelho,2018-03-01T00:00:00.000Z,2018-03-02 12:46:59+00:00,0,0,0,2,0,0,0,0,0,devolucao,problemas_de_qualidade,2018-02-17T21:47:15.000Z,2018-02-17,3,7,2018-02-28T18:43:13.468Z,2018-02-17T21:47:15.000Z,939358
47,48,delivered,59.9,12.76,1,1,2018-01-21T19:08:49.000Z,2018-01-22T13:57:25.815Z,2018-02-22T00:00:00.000Z,2018-02-03T17:51:14.248Z,Sao Paulo,SP,46,fashion_roupa_masculina,56,336,1,5,"",transaction perfect,2018-02-04T00:00:00.000Z,2018-02-04 23:11:50+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-21T19:08:49.000Z,2018-01-21,4,1,2018-02-03T17:51:14.248Z,2018-01-21T19:08:49.000Z,1118545
48,49,delivered,86.99,17.86,1,1,2017-12-03T12:15:43.000Z,2017-12-03T12:33:06.299Z,2018-01-02T00:00:00.000Z,2017-12-29T18:07:00.474Z,Contagem,MG,321,brinquedos,55,889,3,1,"",ao comprar o produto o prazo de entrega era antes do natal de repente mudou para após o natal,2017-12-30T00:00:00.000Z,2017-12-30 22:35:30+00:00,0,1,0,0,0,0,1,1,0,"","",2017-12-03T12:15:43.000Z,2017-12-03,2,1,2017-12-29T18:07:00.474Z,2017-12-03T12:15:43.000Z,2267477
49,50,delivered,29.0,15.1,1,2,2017-09-03T18:33:50.000Z,2017-09-03T18:45:12.149Z,2017-09-25T00:00:00.000Z,2017-09-05T18:23:20.782Z,Paranagua,PR,832,relogios_presentes,60,179,3,4,"",a única coisa que o frete está um pouco alto poderia ser bem nenos só não comprei mais por esse motivo,2017-09-06T00:00:00.000Z,2017-09-07 06:42:14+00:00,1,0,0,0,0,0,1,1,0,"","",2017-09-03T18:33:50.000Z,2017-09-03,2,1,2017-09-05T18:23:20.782Z,2017-09-03T18:33:50.000Z,172170
50,51,delivered,155.0,15.84,1,1,2017-06-13T08:42:34.000Z,2017-06-13T08:55:17.663Z,2017-07-06T00:00:00.000Z,2017-06-30T14:07:55.931Z,RIO DE JANEIRO,RJ,213,informatica_acessorios,36,327,1,5,"",o preço fo excelente e a entrega foi feita antes do prazo solicitado parabéns,2017-07-01T00:00:00.000Z,2017-07-02 02:25:47+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2017-06-13T08:42:34.000Z,2017-06-13,3,3,2017-06-30T14:07:55.931Z,2017-06-13T08:42:34.000Z,1488321
51,52,delivered,349.99,18.76,1,1,2017-07-12T18:12:38.000Z,2017-07-12T18:25:23.023Z,2017-08-03T00:00:00.000Z,2017-07-19T13:22:35.392Z,Barbacena,MG,362,brinquedos,64,484,2,5,"",muito bom o stark super indico,2017-07-20T00:00:00.000Z,2017-07-21 01:01:14+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-07-12T18:12:38.000Z,2017-07-12,3,4,2017-07-19T13:22:35.392Z,2017-07-12T18:12:38.000Z,587397
52,53,delivered,140.0,12.61,1,4,2017-09-11T15:24:45.000Z,2017-09-11T15:44:04.723Z,2017-09-21T00:00:00.000Z,2017-09-13T17:59:59.878Z,Itatiba,SP,132,market_place,43,1373,3,5,"",compra chegou corretamente muito antes do esperado recomendo muito,2017-09-14T00:00:00.000Z,2017-09-16 00:49:53+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-09-11T15:24:45.000Z,2017-09-11,3,2,2017-09-13T17:59:59.878Z,2017-09-11T15:24:45.000Z,182114
53,54,delivered,172.33,18.49,1,1,2017-09-01T08:13:51.000Z,2017-09-05T04:44:22.032Z,2017-09-21T00:00:00.000Z,2017-09-15T19:03:51.894Z,Sao Paulo,SP,26,cool_stuff,38,2648,4,4,"",produto bom preço assecível com entrega no prazo,2017-09-16T00:00:00.000Z,2017-09-19 00:15:25+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-01T08:13:51.000Z,2017-09-01,1,6,2017-09-15T19:03:51.894Z,2017-09-01T08:13:51.000Z,1248600
54,55,delivered,204.0,14.45,1,1,2018-02-26T15:21:10.000Z,2018-02-26T15:35:38.747Z,2018-03-16T00:00:00.000Z,2018-03-05T21:26:53.866Z,Sao Paulo,SP,31,relogios_presentes,42,782,1,4,"",por gentileza quero meu dinheiro de volta tem que vista que o produto nao chegou como imaginei,2018-03-06T00:00:00.000Z,2018-03-07 14:43:25+00:00,0,0,0,3,0,0,0,0,0,devolucao,problemas_de_qualidade,2018-02-26T15:21:10.000Z,2018-02-26,5,2,2018-03-05T21:26:53.866Z,2018-02-26T15:21:10.000Z,626743
55,56,delivered,222.0,36.06,3,1,2017-08-10T16:07:21.000Z,2017-08-10T16:25:17.185Z,2017-08-30T00:00:00.000Z,2017-08-19T14:17:43.400Z,Guaruja,SP,114,cama_mesa_banho,51,291,1,5,"",amei superou minhas expectivas produto de qualidade e entrega rápida,2017-08-20T00:00:00.000Z,2017-08-21 04:46:26+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2017-08-10T16:07:21.000Z,2017-08-10,2,5,2017-08-19T14:17:43.400Z,2017-08-10T16:07:21.000Z,771022
56,57,delivered,69.9,15.24,1,1,2017-05-23T10:33:48.000Z,2017-05-23T10:45:09.249Z,2017-06-14T00:00:00.000Z,2017-05-29T09:49:07.792Z,Quatro Barras,PR,834,esporte_lazer,57,737,1,1,"",uma droga não recebi de acordo com a compra no anuncio dizia 2 creatinas universal e recebi somente uma creatina e uma shakeira de de péssima qualidade estou profundamente indignado postei um,2017-05-30T00:00:00.000Z,2017-05-31 14:31:59+00:00,0,0,1,0,1,1,0,0,0,"","",2017-05-23T10:33:48.000Z,2017-05-23,4,3,2017-05-29T09:49:07.792Z,2017-05-23T10:33:48.000Z,515719
57,58,delivered,39.9,16.11,1,1,2018-03-01T10:52:14.000Z,2018-03-01T11:14:35.487Z,2018-03-22T00:00:00.000Z,2018-03-21T17:21:31.181Z,Monte Alto,SP,159,informatica_acessorios,57,1525,4,3,"",mandaram o carregador sem a parte do cabo que coloca na tomada mas o carregador funciona,2018-03-22T00:00:00.000Z,2018-03-24 22:28:21+00:00,0,0,0,0,1,0,0,1,1,"","",2018-03-01T10:52:14.000Z,2018-03-01,1,5,2018-03-21T17:21:31.181Z,2018-03-01T10:52:14.000Z,1751357
58,59,delivered,246.62,20.27,1,1,2017-09-22T18:58:41.000Z,2017-09-23T19:05:40.739Z,2017-10-19T00:00:00.000Z,2017-10-02T15:39:01.651Z,Belo Horizonte,MG,305,telefonia,50,1246,1,5,"",gostei muito,2017-10-03T00:00:00.000Z,2017-10-04 00:53:56+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-22T18:58:41.000Z,2017-09-22,4,6,2017-10-02T15:39:01.651Z,2017-09-22T18:58:41.000Z,852020
59,60,shipped,49.0,7.78,1,1,2018-01-28T14:45:34.000Z,2018-01-30T04:31:09.369Z,2018-02-14T00:00:00.000Z,"",SAO PAULO,SP,82,relogios_presentes,57,312,4,1,"",não posso avaliar a loja no momento tô muito triste e chateada procurando os meus direitos pq tava agendado pro dia 15 02 até o momento nada e nenhuma satisfação fui nos coreeios e nada,2018-02-17T00:00:00.000Z,2018-02-19 23:54:34+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-01-28T14:45:34.000Z,2018-01-28,5,1,"",2018-01-28T14:45:34.000Z,""
60,61,delivered,24.9,15.1,1,1,2017-10-11T13:36:29.000Z,2017-10-11T13:49:14.013Z,2017-11-06T00:00:00.000Z,2017-11-07T19:52:42.414Z,BRASILIA,DF,719,cama_mesa_banho,46,113,1,1,"",faltou o item 1 ou seja não recebi as 2 saias quero a outra,2017-10-25T00:00:00.000Z,2017-10-27 17:03:59+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-10-11T13:36:29.000Z,2017-10-11,2,4,2017-11-07T19:52:42.414Z,2017-10-11T13:36:29.000Z,2355373
61,62,delivered,99.8,33.58,2,1,2017-10-14T10:17:15.000Z,2017-10-17T04:25:08.807Z,2017-11-10T00:00:00.000Z,2017-10-26T22:46:11.225Z,Salvador,BA,403,moveis_decoracao,50,924,1,1,"",no anuncio diz ser 3 cores mas veio com varias cores,2017-10-27T00:00:00.000Z,2017-10-30 18:26:16+00:00,0,0,0,0,3,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-10-14T10:17:15.000Z,2017-10-14,2,7,2017-10-26T22:46:11.225Z,2017-10-14T10:17:15.000Z,1081736
62,63,delivered,55.5,31.74,1,2,2017-11-06T21:23:20.000Z,2017-11-07T05:32:14.381Z,2017-12-06T00:00:00.000Z,2017-11-16T19:07:20.686Z,Moreno,PE,548,beleza_saude,46,1305,1,5,"",parabens muito bom,2017-11-17T00:00:00.000Z,2017-11-21 01:00:09+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-11-06T21:23:20.000Z,2017-11-06,2,2,2017-11-16T19:07:20.686Z,2017-11-06T21:23:20.000Z,855840
63,64,delivered,69.9,12.83,1,1,2017-08-13T18:35:00.000Z,2017-08-13T19:20:13.592Z,2017-09-01T00:00:00.000Z,2017-08-18T15:19:37.718Z,Sorocaba,SP,180,cama_mesa_banho,58,689,1,4,"",mto bom ótimo produto,2017-08-19T00:00:00.000Z,2017-08-26 02:30:07+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-13T18:35:00.000Z,2017-08-13,3,1,2017-08-18T15:19:37.718Z,2017-08-13T18:35:00.000Z,420277
64,65,delivered,113.0,24.39,1,4,2017-10-18T21:54:17.000Z,2017-10-18T23:28:19.450Z,2017-11-08T00:00:00.000Z,2017-10-24T17:10:47.675Z,Barbacena,MG,362,moveis_decoracao,55,130,1,3,"",so recebi uma das cortinas,2017-10-25T00:00:00.000Z,2017-10-27 15:13:05+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-10-18T21:54:17.000Z,2017-10-18,3,4,2017-10-24T17:10:47.675Z,2017-10-18T21:54:17.000Z,501390
65,66,delivered,233.0,10.85,1,1,2017-11-28T13:12:45.000Z,2017-11-29T02:20:33.768Z,2017-12-12T00:00:00.000Z,2017-12-01T16:52:23.750Z,Sao Jose dos Campos,SP,122,perfumaria,51,805,1,5,"",excelente atendimento recomendo,2017-12-02T00:00:00.000Z,2017-12-04 12:21:43+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-11-28T13:12:45.000Z,2017-11-28,5,3,2017-12-01T16:52:23.750Z,2017-11-28T13:12:45.000Z,272378
66,67,delivered,135.9,18.2,1,1,2018-03-01T11:16:40.000Z,2018-03-01T11:31:08.131Z,2018-03-21T00:00:00.000Z,2018-03-27T20:08:46.048Z,Belo Horizonte,MG,301,beleza_saude,46,2729,1,1,"",muita demora e nenhuma informação,2018-03-23T00:00:00.000Z,2018-03-24 04:15:13+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-03-01T11:16:40.000Z,2018-03-01,1,5,2018-03-27T20:08:46.048Z,2018-03-01T11:16:40.000Z,2278326
67,68,delivered,59.9,17.67,1,1,2018-01-20T16:34:26.000Z,2018-01-20T17:00:35.484Z,2018-02-19T00:00:00.000Z,2018-01-29T19:12:22.874Z,Montes Claros,MG,394,beleza_saude,46,1305,1,5,"",entrega muito rápida e produto de ótima qualidade,2018-01-30T00:00:00.000Z,2018-01-30 23:55:43+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2018-01-20T16:34:26.000Z,2018-01-20,3,7,2018-01-29T19:12:22.874Z,2018-01-20T16:34:26.000Z,787076
68,69,delivered,69.9,7.31,1,2,2017-04-07T20:30:00.000Z,2017-04-07T20:42:34.627Z,2017-04-28T00:00:00.000Z,2017-04-28T20:19:31.037Z,Praia Grande,SP,117,cama_mesa_banho,57,535,1,5,"",recomendaria pois estou satisfeita com minhas compras,2017-04-29T00:00:00.000Z,2017-05-03 00:32:59+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-04-07T20:30:00.000Z,2017-04-07,2,6,2017-04-28T20:19:31.037Z,2017-04-07T20:30:00.000Z,1813771
69,70,delivered,34.2,11.73,1,1,2017-11-06T22:49:10.000Z,2017-11-07T06:31:25.805Z,2017-11-28T00:00:00.000Z,2017-11-09T16:59:32.295Z,Mogi das Cruzes,SP,88,utilidades_domesticas,45,711,1,5,"",entrega antes do prazo e exame te nas medidas informadas exatamente como eu preciso,2017-11-10T00:00:00.000Z,2017-11-12 22:58:57+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-11-06T22:49:10.000Z,2017-11-06,2,2,2017-11-09T16:59:32.295Z,2017-11-06T22:49:10.000Z,238222
70,71,delivered,27.9,7.78,1,1,2017-11-22T22:49:54.000Z,2017-11-22T23:06:22.896Z,2017-12-04T00:00:00.000Z,2017-11-28T17:38:57.209Z,Campinas,SP,130,cama_mesa_banho,33,471,1,1,"",nao recebi o produto,2017-11-29T00:00:00.000Z,2017-12-03 23:13:04+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-11-22T22:49:54.000Z,2017-11-22,4,4,2017-11-28T17:38:57.209Z,2017-11-22T22:49:54.000Z,499743
71,72,delivered,89.99,22.1,1,1,2017-04-10T19:33:02.000Z,2017-04-12T02:50:20.950Z,2017-05-05T00:00:00.000Z,2017-05-03T06:51:15.342Z,Santa Rita de Caldas,MG,377,utilidades_domesticas,52,1636,3,3,"",recomendo,2017-05-04T00:00:00.000Z,2017-05-05 00:37:50+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-04-10T19:33:02.000Z,2017-04-10,3,2,2017-05-03T06:51:15.342Z,2017-04-10T19:33:02.000Z,1941493
72,73,delivered,84.99,35.91,1,1,2017-11-27T19:28:04.000Z,2017-11-27T19:56:59.601Z,2017-12-27T00:00:00.000Z,2018-01-12T22:58:47.806Z,Sao Joao dos Patos,MA,656,beleza_saude,49,1495,3,1,"",não sei se é culpa da loja ou dos correios mais comprei já tem um mês e não recebi por isso recomendaria,2017-12-29T00:00:00.000Z,2017-12-29 12:49:34+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-11-27T19:28:04.000Z,2017-11-27,5,2,2018-01-12T22:58:47.806Z,2017-11-27T19:28:04.000Z,3987043
73,74,delivered,89.9,17.88,1,1,2017-12-01T12:18:11.000Z,2017-12-02T02:38:25.527Z,2018-01-04T00:00:00.000Z,2018-01-05T17:06:15.484Z,Angra dos Reis,RJ,239,cama_mesa_banho,58,188,1,1,"",comprei dois produtos iguais tive que pagar frete separado e pra piorar umas das encomendas retornaou e eu não sei como vou fazer para receber minha encomenda não recomendo esta empresa,2018-01-04T00:00:00.000Z,2018-01-05 18:15:21+00:00,0,0,0,0,0,2,1,0,0,entrega_parcial,problemas_de_entrega,2017-12-01T12:18:11.000Z,2017-12-01,1,6,2018-01-05T17:06:15.484Z,2017-12-01T12:18:11.000Z,3041284
74,75,delivered,56.99,8.72,1,1,2017-12-06T14:19:08.000Z,2017-12-07T03:10:54.705Z,2017-12-28T00:00:00.000Z,2017-12-21T15:28:27.757Z,SAO PAULO,SP,82,perfumaria,48,969,3,5,"",minha esposa gostou,2017-12-22T00:00:00.000Z,2017-12-22 21:19:09+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-12-06T14:19:08.000Z,2017-12-06,2,4,2017-12-21T15:28:27.757Z,2017-12-06T14:19:08.000Z,1300159
75,76,delivered,248.99,60.29,1,1,2018-01-18T20:07:53.000Z,2018-01-18T20:19:27.274Z,2018-02-08T00:00:00.000Z,2018-01-25T19:03:42.435Z,Belo Horizonte,MG,303,malas_acessorios,53,526,2,5,"",recebi o produto em um prazo muito menor que o estimado o que pra mim foi ótimo,2018-01-26T00:00:00.000Z,2018-01-28 23:51:42+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2018-01-18T20:07:53.000Z,2018-01-18,3,5,2018-01-25T19:03:42.435Z,2018-01-18T20:07:53.000Z,600949
76,77,delivered,29.4,22.28,1,1,2017-04-13T23:47:01.000Z,2017-04-14T00:44:01.255Z,2017-05-17T00:00:00.000Z,2017-05-11T14:03:48.553Z,Sinop,MT,785,informatica_acessorios,59,1165,3,5,"",produto bem embalado e atendimento da loja perfeito,2017-05-12T00:00:00.000Z,2017-05-15 06:54:46+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-04-13T23:47:01.000Z,2017-04-13,3,5,2017-05-11T14:03:48.553Z,2017-04-13T23:47:01.000Z,2384207
77,78,delivered,279.9,17.59,1,1,2017-08-10T10:42:48.000Z,2017-08-10T10:55:24.306Z,2017-08-31T00:00:00.000Z,2017-08-15T15:52:34.925Z,Sao Paulo,SP,14,papelaria,41,791,4,5,"",tudo ótimo,2017-08-16T00:00:00.000Z,2017-08-16 22:26:25+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-10T10:42:48.000Z,2017-08-10,2,5,2017-08-15T15:52:34.925Z,2017-08-10T10:42:48.000Z,450586
78,79,delivered,38.4,11.85,1,1,2017-08-31T08:15:24.000Z,2017-08-31T08:30:17.099Z,2017-09-20T00:00:00.000Z,2017-09-04T20:59:55.751Z,Taubate,SP,120,moveis_decoracao,41,789,1,5,"",potente e grande,2017-09-05T00:00:00.000Z,2017-09-09 15:50:03+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-08-31T08:15:24.000Z,2017-08-31,5,5,2017-09-04T20:59:55.751Z,2017-08-31T08:15:24.000Z,391471
79,80,delivered,233.91,9.83,1,1,2018-02-16T13:38:31.000Z,2018-02-16T13:50:35.114Z,2018-03-02T00:00:00.000Z,2018-02-20T01:35:18.319Z,Sao Paulo,SP,50,perfumaria,45,163,1,5,"",super rápido a entrega não tive problema algum,2018-02-21T00:00:00.000Z,2018-02-23 14:04:49+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2018-02-16T13:38:31.000Z,2018-02-16,3,6,2018-02-20T01:35:18.319Z,2018-02-16T13:38:31.000Z,302207
80,81,delivered,16.9,15.11,1,2,2017-09-19T07:53:29.000Z,2017-09-19T08:05:56.492Z,2017-10-13T00:00:00.000Z,2017-10-04T18:58:02.578Z,Porto Alegre,RS,919,moveis_decoracao,55,1064,1,5,"",melhor do que o esperado,2017-10-05T00:00:00.000Z,2017-10-06 03:39:27+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-19T07:53:29.000Z,2017-09-19,4,3,2017-10-04T18:58:02.578Z,2017-09-19T07:53:29.000Z,1335873
81,82,delivered,143.0,38.55,1,1,2017-10-14T13:49:46.000Z,2017-10-14T14:05:41.104Z,2017-11-09T00:00:00.000Z,2017-11-03T18:53:02.057Z,Sao Paulo,SP,41,perfumaria,40,659,2,5,"",são muito atenciosos e prestativos,2017-11-04T00:00:00.000Z,2017-11-04 17:03:33+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-10-14T13:49:46.000Z,2017-10-14,2,7,2017-11-03T18:53:02.057Z,2017-10-14T13:49:46.000Z,1746196
82,83,delivered,98.0,14.1,2,1,2017-11-15T21:34:59.000Z,2017-11-17T04:15:31.445Z,2017-12-06T00:00:00.000Z,2017-12-05T18:07:48.683Z,Sao Paulo,SP,44,moveis_decoracao,58,2128,2,5,"",eu comprei dois kits e só foi entregue 1 preciso de um retorno urgente,2017-12-06T00:00:00.000Z,2017-12-07 01:27:22+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-11-15T21:34:59.000Z,2017-11-15,3,4,2017-12-05T18:07:48.683Z,2017-11-15T21:34:59.000Z,1715569
83,84,delivered,27.19,11.73,1,1,2018-02-13T14:38:18.000Z,2018-02-13T15:07:35.367Z,2018-03-01T00:00:00.000Z,2018-02-15T13:15:39.388Z,Guarulhos,SP,70,utilidades_domesticas,58,828,1,5,"",caneca excelente muito bonita grande e chegou antes do prazo ótimo produto,2018-02-16T00:00:00.000Z,2018-02-16 17:53:34+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2018-02-13T14:38:18.000Z,2018-02-13,3,3,2018-02-15T13:15:39.388Z,2018-02-13T14:38:18.000Z,167841
84,85,delivered,18.99,12.35,1,1,2017-08-12T08:58:19.000Z,2017-08-16T11:04:34.948Z,2017-09-01T00:00:00.000Z,2017-08-22T21:02:57.455Z,Macae,RJ,279,esporte_lazer,52,305,1,4,"",ótima loja material super indico,2017-08-23T00:00:00.000Z,2017-08-24 20:43:29+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-12T08:58:19.000Z,2017-08-12,2,7,2017-08-22T21:02:57.455Z,2017-08-12T08:58:19.000Z,907478
85,86,delivered,63.0,64.02,1,1,2017-07-09T21:20:07.000Z,2017-07-09T21:30:14.941Z,2017-08-03T00:00:00.000Z,2017-07-26T19:29:27.079Z,Rio Verde,GO,759,esporte_lazer,58,893,1,5,"",rápido com a entrega e halteres bom material,2017-07-27T00:00:00.000Z,2017-07-28 19:11:20+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-07-09T21:20:07.000Z,2017-07-09,3,1,2017-07-26T19:29:27.079Z,2017-07-09T21:20:07.000Z,1462160
86,87,delivered,39.9,20.8,1,1,2017-05-05T21:58:40.000Z,2017-05-05T22:10:11.856Z,2017-06-07T00:00:00.000Z,2017-05-15T13:16:13.909Z,Campo Grande,AL,573,brinquedos,56,678,3,5,"",muito rápido,2017-05-16T00:00:00.000Z,2017-05-17 07:17:05+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-05-05T21:58:40.000Z,2017-05-05,1,6,2017-05-15T13:16:13.909Z,2017-05-05T21:58:40.000Z,832653
87,88,delivered,144.94,18.73,1,1,2017-06-23T20:19:48.000Z,2017-06-27T03:45:18.728Z,2017-07-14T00:00:00.000Z,2017-07-04T16:23:44.216Z,Sao Paulo,SP,32,moveis_escritorio,54,954,1,5,"",adorei o produto,2017-07-05T00:00:00.000Z,2017-07-06 13:47:05+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-06-23T20:19:48.000Z,2017-06-23,4,6,2017-07-04T16:23:44.216Z,2017-06-23T20:19:48.000Z,936236
88,89,delivered,34.9,22.4,1,1,2017-12-12T22:58:44.000Z,2017-12-12T23:12:41.515Z,2018-01-09T00:00:00.000Z,2017-12-21T22:41:43.851Z,Recife,PE,520,moveis_decoracao,62,314,1,1,"",até o momento recebi apenas um dos produtos falta entregar o outro,2017-12-22T00:00:00.000Z,2017-12-25 06:17:03+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-12-12T22:58:44.000Z,2017-12-12,3,3,2017-12-21T22:41:43.851Z,2017-12-12T22:58:44.000Z,776579
89,90,delivered,19.47,15.1,1,1,2018-03-05T18:11:25.000Z,2018-03-05T18:30:26.189Z,2018-03-26T00:00:00.000Z,2018-03-16T21:04:06.682Z,Piumhii,MG,379,automotivo,46,839,2,5,"",produto muito bom,2018-03-17T00:00:00.000Z,2018-03-19 17:17:09+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-05T18:11:25.000Z,2018-03-05,2,2,2018-03-16T21:04:06.682Z,2018-03-05T18:11:25.000Z,960761
90,91,delivered,239.9,15.43,1,1,2017-09-25T19:50:03.000Z,2017-09-26T03:28:30.835Z,2017-10-17T00:00:00.000Z,2017-10-02T20:27:34.344Z,RIO DE JANEIRO,RJ,227,beleza_saude,53,2789,1,1,"",até agora não sei a onde foi parar meu produto,2017-10-03T00:00:00.000Z,2017-10-26 19:34:13+00:00,0,2,0,1,0,0,0,0,0,atrasado,problemas_de_entrega,2017-09-25T19:50:03.000Z,2017-09-25,5,2,2017-10-02T20:27:34.344Z,2017-09-25T19:50:03.000Z,607051
91,92,delivered,439.9,22.57,1,1,2017-07-17T10:52:40.000Z,2017-07-17T11:05:17.042Z,2017-08-15T00:00:00.000Z,2017-08-05T15:13:58.937Z,BRASILIA,DF,725,ferramentas_jardim,55,248,1,1,"",recebi o produto errado tem que ter mais atenção,2017-08-06T00:00:00.000Z,2017-08-07 00:29:26+00:00,0,0,0,1,2,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-07-17T10:52:40.000Z,2017-07-17,4,2,2017-08-05T15:13:58.937Z,2017-07-17T10:52:40.000Z,1657278
92,93,delivered,120.0,14.59,1,1,2018-01-13T23:59:06.000Z,2018-01-14T00:09:53.625Z,2018-02-15T00:00:00.000Z,2018-04-28T18:51:38.072Z,RIO DE JANEIRO,RJ,227,brinquedos,60,196,4,1,"",produto não foi entregue não me deram nenhuma explicação quero meu produto,2018-02-17T00:00:00.000Z,2018-02-17 20:42:26+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-01-13T23:59:06.000Z,2018-01-13,2,7,2018-04-28T18:51:38.072Z,2018-01-13T23:59:06.000Z,9053552
93,94,shipped,572.0,64.74,1,1,2017-07-13T15:55:54.000Z,2017-07-14T14:25:15.405Z,2017-08-04T00:00:00.000Z,"",Sao Joao de Meriti,RJ,255,cool_stuff,38,1176,3,1,"",aguardando o novo envio do produto pois o produto que estava á caminho o caminho de carga onde ele se encontrava foi roubado entrei em contato e vocês disseram que fariam um novo envio,2017-08-09T00:00:00.000Z,2017-08-11 20:41:05+00:00,0,0,0,0,0,0,3,0,0,outro_entrega,problemas_de_entrega,2017-07-13T15:55:54.000Z,2017-07-13,3,5,"",2017-07-13T15:55:54.000Z,""
94,95,delivered,34.2,11.89,1,1,2018-03-29T16:26:30.000Z,2018-03-29T16:46:18.671Z,2018-04-17T00:00:00.000Z,2018-04-06T18:03:42.894Z,Francisco Morato,SP,79,consoles_games,56,237,3,5,"",sensacional,2018-04-07T00:00:00.000Z,2018-04-08 05:28:01+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-29T16:26:30.000Z,2018-03-29,5,5,2018-04-06T18:03:42.894Z,2018-03-29T16:26:30.000Z,697032
